Total unique genes matched: 24
Unique genes (alphabetical order):
CAALFM_C700260CA (3637978)
CAALFM_C700270WA (3637977)
CAALFM_C700300WA (3638046)
CAALFM_C700330CA (3638042)
CAALFM_C700340CA (3638040)
CAALFM_C700380WA (3638036)
CAALFM_C700410CA (3638033)
CAALFM_C700420CA (3638032)
CAALFM_C700430WA (3637993)
CAALFM_C700450CA (3637991)
CAALFM_C700460WA (3637990)
CAALFM_C700490CA (3637986)
CAALFM_C700500WA (3637987)
CAALFM_C700520WA (3638001)
DCC1 (3638037)
GBP2 (3637992)
GLN4 (3637998)
HGT12 (3638048)
HGT13 (3638047)
LEU2 (3638034)
PEL1 (3637989)
PMR1 (3638043)
PSF3 (3637999)
SPL1 (3638035)

Unique genes matched on chromosome NC_001134.8: 4
Unique genes matched on chromosome NC_001135.5: 9
Unique genes matched on chromosome NC_001136.10: 3
Unique genes matched on chromosome NC_001137.3: 3
Unique genes matched on chromosome NC_001138.5: 2
Unique genes matched on chromosome NC_001139.9: 6
Unique genes matched on chromosome NC_001140.6: 2
Unique genes matched on chromosome NC_001141.2: 3
Unique genes matched on chromosome NC_001142.9: 3
Unique genes matched on chromosome NC_001143.9: 2
Unique genes matched on chromosome NC_001144.5: 6
Unique genes matched on chromosome NC_001145.3: 3
Unique genes matched on chromosome NC_001146.8: 6
Unique genes matched on chromosome NC_001147.6: 10
Unique genes matched on chromosome NC_001148.4: 3

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_001135.5                                       850343                                            NFS1                                              92777                                             94270                                             NM_001178664.1                                    606                                               0.0                                               321/415                                           1494                                              488                                               Query= 3638035|XP_720372.1|chromosome NC_032095.1|SPL1|1|62477|63943|N/A|488|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[74, 488, '321/415 (77%)', '369/415 (89%)', 606.0, '0.0']]
NC_001146.8                                       855729                                            PET8                                              624975                                            625829                                            NM_001182842.3                                    339                                               1.00e-118                                         171/275                                           855                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[4, 268, '171/275 (62%)', '203/275 (74%)', 339.0, '1e-118']]
NC_001145.3                                       855202                                            MME1                                              593367                                            594473                                            NM_001182670.1                                    106                                               5.00e-27                                          80/304                                            1107                                              272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[10, 262, '80/304 (26%)', '134/304 (44%)', 106.0, '5e-27']]
NC_001142.9                                       853558                                            SFC1                                              609773                                            610741                                            NM_001181753.1                                    102                                               8.00e-26                                          82/295                                            969                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[9, 266, '82/295 (28%)', '132/295 (45%)', 102.0, '8e-26']]
NC_001148.4                                       856132                                            AGC1                                              600649                                            603357                                            NM_001184118.1                                    92                                                1.00e-21                                          82/290                                            2709                                              272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[7, 261, '82/290 (28%)', '127/290 (44%)', 92.8, '1e-21'], [5, 167, '46/189 (24%)', '85/189 (45%)', 70.1, '4e-14']]
NC_001143.9                                       853926                                            MRS4                                              532550                                            533464                                            NM_001179842.1                                    87                                                8.00e-21                                          79/295                                            915                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[2, 269, '79/295 (27%)', '129/295 (44%)', 87.8, '8e-21']]
NC_001147.6                                       854397                                            ODC2                                              758330                                            759253                                            NM_001183641.1                                    86                                                3.00e-20                                          87/296                                            924                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[6, 256, '87/296 (29%)', '131/296 (44%)', 86.3, '3e-20']]
NC_001144.5                                       851063                                            DIC1                                              826977                                            827873                                            NM_001182237.1                                    85                                                5.00e-20                                          69/249                                            897                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[13, 243, '69/249 (28%)', '111/249 (45%)', 85.9, '5e-20']]
NC_001142.9                                       853308                                            MRS3                                              160619                                            161563                                            NM_001181566.1                                    84                                                2.00e-19                                          65/231                                            945                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[2, 214, '65/231 (28%)', '110/231 (48%)', 84.3, '2e-19']]
NC_001148.4                                       855969                                            ODC1                                              298571                                            299503                                            NM_001183948.1                                    77                                                5.00e-17                                          76/298                                            933                                               272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[6, 259, '76/298 (26%)', '129/298 (43%)', 77.4, '5e-17']]
NC_001139.9                                       853173                                            MTM1                                              1006205                                           1007305                                           NM_001181386.3                                    72                                                5.00e-15                                          61/248                                            1101                                              272                                               Query= 3638036|XP_720373.1|chromosome NC_032095.1|CAALFM_C700380WA|1|61436|62254|N/A|272|No description available                                                                                                                                                                                                                                                                                                                                                                                                   [[45, 261, '61/248 (25%)', '112/248 (45%)', 72.4, '5e-15']]
